COUNTRY,year,pbipc
Switzerland,1997,59967.63818
Switzerland,1998,61600.79755
Switzerland,1999,62346.03977
Switzerland,2000,64487.04032
Switzerland,2001,65180.67986
Switzerland,2002,64714.58576
Switzerland,2003,64216.50431
Switzerland,2004,65589.83714
Switzerland,2005,67082.65785
Switzerland,2006,69343.16804
Switzerland,2007,71473.9756
Switzerland,2008,72581.65841
Switzerland,2009,70276.55158
Switzerland,2010,72030.20036
Switzerland,2011,72721.72291
Switzerland,2012,72829.4691
Switzerland,2013,73308.31762
Switzerland,2014,74191.32904
Switzerland,2015,74567.53646
Switzerland,2016,75266.17108
Switzerland,2017,75748.85762
Switzerland,2018,77386.21815
Switzerland,2019,77766.6606
Switzerland,2020,75353.20619
Switzerland,2021,77626.44366
Switzerland,2022,79038.10375
United Kingdom,1950,12662.05492
United Kingdom,1951,13088.14845
United Kingdom,1952,13247.59577
United Kingdom,1953,13938.80331
United Kingdom,1954,14495.93048
United Kingdom,1955,15023.79024
United Kingdom,1956,15206.3401
United Kingdom,1957,15432.8079
United Kingdom,1958,15572.76014
United Kingdom,1959,16142.89422
United Kingdom,1960,17027.08331
United Kingdom,1961,17337.75741
United Kingdom,1962,17364.80163
United Kingdom,1963,18091.22524
United Kingdom,1964,18993.35697
United Kingdom,1965,19266.36304
United Kingdom,1966,19459.93232
United Kingdom,1967,19882.59314
United Kingdom,1968,20869.59163
United Kingdom,1969,21174.88703
United Kingdom,1970,21678.42024
United Kingdom,1971,22349.50946
United Kingdom,1972,23237.82351
United Kingdom,1973,24690.00255
United Kingdom,1974,24065.44859
United Kingdom,1975,23706.88239
United Kingdom,1976,24425.00316
United Kingdom,1977,25032.00478
United Kingdom,1978,26082.82633
United Kingdom,1979,27024.24403
United Kingdom,1980,26427.4244
United Kingdom,1981,26212.33626
United Kingdom,1982,26749.26476
United Kingdom,1983,27851.03023
United Kingdom,1984,28434.96184
United Kingdom,1985,29525.29214
United Kingdom,1986,30362.32546
United Kingdom,1987,31896.47277
United Kingdom,1988,33578.32823
United Kingdom,1989,34300.2143
United Kingdom,1990,34416.22912
United Kingdom,1991,33911.69864
United Kingdom,1992,33922.28198
United Kingdom,1993,34665.62806
United Kingdom,1994,35877.94865
United Kingdom,1995,36640.31878
United Kingdom,1996,37440.34801
United Kingdom,1997,39177.32497
United Kingdom,1998,40301.6978
United Kingdom,1999,41358.9393
United Kingdom,2000,42730.70609
United Kingdom,2001,43448.87542
United Kingdom,2002,44182.29434
United Kingdom,2003,45314.11471
United Kingdom,2004,46139.38861
United Kingdom,2005,46973.13383
United Kingdom,2006,47858.99919
United Kingdom,2007,48552.43587
United Kingdom,2008,48040.4429
United Kingdom,2009,45677.12753
United Kingdom,2010,46279.79105
United Kingdom,2011,46564.82422
United Kingdom,2012,46937.76555
United Kingdom,2013,47525.74052
United Kingdom,2014,48575.26658
United Kingdom,2015,49456.43936
United Kingdom,2016,50161.38731
United Kingdom,2017,50927.95554
United Kingdom,2018,51460.16415
United Kingdom,2019,52037.78642
United Kingdom,2020,47013.78189
United Kingdom,2021,50215.31124
United Kingdom,2022,51899.24097
